,down,yardsToGo,possessionTeam,yardlineSide,absoluteYardlineNumber,avg_def_speed,std_def_acc,def_players_near_los,avg_def_spacing,avg_olb_orientation,avg_olb_motion_angle,avg_ilb_orientation,avg_ilb_motion_angle,avg_mlb_orientation,avg_mlb_motion_angle,avg_lb_orientation,avg_lb_motion_angle,avg_cb_orientation,avg_cb_motion_angle,avg_ss_orientation,avg_ss_motion_angle,avg_fs_orientation,avg_fs_motion_angle,successfulBlitz
3441,1,10,MIN,PHI,91,,,,,,,,,,,,,,,,,,,1
3447,1,10,NE,DET,89,0.6776535087719298,0.4732556035720264,9.0,8.86491064458485,0.0,0.0,267.4775,223.90486842105264,0.0,0.0,0.0,0.0,273.62953947368425,215.17973684210529,230.0018421052632,176.68605263157897,264.4451315789474,112.48375,0
3448,1,10,LAC,LAC,70,0.6655941357141659,0.4071622073314888,9.0,8.973987266323782,79.65074074074076,193.1707407407407,0.0,0.0,98.91611111111108,195.41305555555556,0.0,0.0,88.33310185185184,173.7296296296296,90.39024691358026,248.11990740740745,0.0,0.0,0
3453,1,10,WAS,WAS,74,0.4382826886607358,0.5710884827745872,7.0,10.034944938654643,66.351408839779,162.87610497237569,115.88988950276244,215.15889502762437,0.0,0.0,0.0,0.0,75.01622467771638,170.1305893186004,90.32878453038676,156.49944751381213,78.99767955801104,178.97928176795585,0
3461,3,1,ARI,ARI,80,0.2373809523766331,0.3754054223416616,9.0,9.751228479759831,85.21900621118013,155.72633540372672,86.84173913043479,182.13167701863352,0.0,0.0,99.99198757763976,122.75229813664598,90.12312629399588,158.00693581780538,87.08400621118014,197.89018633540377,0.0,0.0,0
3470,3,8,SF,SF,63,0.7487792399473359,0.5067886451834506,9.0,9.523071826888078,92.56552631578948,138.07783625730994,75.83412280701755,105.93877192982455,0.0,0.0,0.0,0.0,100.13032163742692,141.25269005847952,98.8372807017544,187.3678947368421,88.73666666666668,233.9756140350877,0
3472,2,11,IND,DEN,78,0.8965681003421331,0.4478795024151919,9.0,8.219849470568617,254.2639247311828,222.3764516129032,274.137311827957,177.38258064516128,0.0,0.0,0.0,0.0,271.19379928315414,198.76802867383512,274.20403225806456,144.38091397849462,0.0,0.0,1
3477,1,8,ATL,LA,102,,,,,,,,,,,,,,,,,,,0
3480,2,4,HOU,HOU,62,0.7994444444444444,0.3980419245085366,10.0,7.576402406781488,107.1061616161616,172.58121212121213,107.73787878787878,170.17606060606062,0.0,0.0,0.0,0.0,85.29323232323232,153.1086531986532,104.14333333333332,215.40838383838383,0.0,0.0,1
3487,1,15,PHI,DET,66,0.3659577114427861,0.4543709277683985,10.0,4.366445572659485,263.2671641791044,275.56656716417916,288.8086567164179,200.4516417910448,0.0,0.0,0.0,0.0,312.34089552238805,294.92298507462687,0.0,0.0,254.3582089552239,241.34104477611945,1
3488,1,10,BUF,LA,73,0.5765659955257271,0.5184218631123367,8.0,8.257888319166852,262.8353691275168,156.38872483221476,267.5314093959731,216.81026845637584,0.0,0.0,0.0,0.0,262.43882550335564,159.69090604026846,248.38177852348988,110.3626510067114,0.0,0.0,0
3492,1,10,ATL,CLE,97,0.1550680272108843,0.2413075320295253,7.0,8.0546004488091,262.26925170068023,151.79078231292516,0.0,0.0,275.5413605442177,195.5612244897959,0.0,0.0,263.7656462585034,171.56853741496596,267.2162585034013,146.1194557823129,0.0,0.0,0
3493,1,10,MIN,MIN,91,,,,,,,,,,,,,,,,,,,0
3517,2,5,SEA,DET,101,0.360010729612215,0.5183856169667401,10.0,6.855452087234462,0.0,0.0,282.27377682403437,164.88231759656654,0.0,0.0,0.0,0.0,276.26092989985693,163.6062517882689,0.0,0.0,263.10929184549354,182.82186695278972,1
3520,1,10,MIA,MIA,73,0.6976700680370309,0.7288520444032867,8.0,8.107240259363097,62.46285714285714,177.44071428571428,92.39877551020408,190.40826530612244,0.0,0.0,0.0,0.0,98.63755102040815,162.6192857142857,96.12755102040816,145.5957142857143,93.8265306122449,241.1426020408163,0
3522,2,8,MIN,NO,70,0.6200751881013836,0.4987924571548156,9.0,8.325314372521152,269.1733834586466,228.31872180451128,0.0,0.0,268.5293233082707,177.43323308270672,0.0,0.0,258.1287030075188,151.94979323308272,0.0,0.0,271.4718045112782,145.60473684210527,0
3527,2,10,NYJ,NYJ,64,0.5303099173553719,0.5191553150499455,7.0,10.240922686545003,86.27181818181819,154.14293388429752,94.89512396694217,202.9987190082645,0.0,0.0,0.0,0.0,82.91851239669423,164.86347107438016,0.0,0.0,254.0678512396694,175.79768595041327,0
3532,3,5,CHI,CHI,80,0.3355939716280352,0.4798083762236858,8.0,9.716735869646577,80.79882978723404,182.701755319149,101.25462765957448,205.3810638297872,0.0,0.0,0.0,0.0,98.69865248226952,172.41609929078012,83.96914893617021,213.5564893617021,117.10361702127662,243.81351063829788,0
3535,2,7,NE,PIT,67,,,,,,,,,,,,,,,,,,,1
3538,2,9,HOU,HOU,102,0.6713666666666668,0.4643438514713225,10.0,6.691199008400689,53.38750000000002,157.1654,85.75739999999998,186.1015,0.0,0.0,0.0,0.0,106.253,195.93330000000003,76.9602,157.30700000000002,73.86419999999998,236.8583,0
3541,1,10,NYJ,NYJ,62,0.613125,0.4496846726591439,6.0,10.000985361203687,108.95791666666666,139.56875,86.3075,90.1775,0.0,0.0,0.0,0.0,100.12416666666668,197.6,110.7325,264.65000000000003,114.98625,129.01749999999998,0
3542,2,4,LV,LAC,76,0.7559137930991663,0.4609640959902638,9.0,10.395739416921032,0.0,0.0,276.49899999999997,174.69927586206896,0.0,0.0,0.0,0.0,276.53057471264367,141.99698850574714,226.1313103448275,79.14537931034484,277.37848275862075,176.5589655172414,1
3543,2,4,GB,TB,94,,,,,,,,,,,,,,,,,,,0
3547,2,10,GB,GB,62,0.6323419540229885,0.3724673307419376,4.0,24.89927551353524,148.73000000000005,145.14344827586208,104.89077586206896,141.8669827586207,0.0,0.0,0.0,0.0,118.6564367816092,159.65827586206896,90.2343103448276,294.40327586206894,91.7008620689655,266.08310344827584,0
3549,1,10,NO,NO,85,0.7814215687496795,0.5225952920717304,11.0,7.475535753998673,99.44892156862744,138.37970588235294,102.73475490196078,184.23686274509808,0.0,0.0,0.0,0.0,134.27700980392157,210.7712254901961,94.84117647058824,211.23568627450985,109.06911764705885,250.8282352941177,1
3555,2,11,IND,TEN,64,0.7646253229974159,0.5768051496256659,11.0,8.687668053916672,0.0,0.0,174.52321705426357,156.01624031007754,0.0,0.0,0.0,0.0,257.02762273901806,143.22695090439277,0.0,0.0,289.2203488372093,136.37593023255812,0
3556,1,10,MIN,MIN,73,0.3016296296296296,0.4107265102397363,9.0,7.798741107527254,76.31162962962962,189.35224691358025,80.77303703703704,156.79711111111112,0.0,0.0,0.0,0.0,86.47943209876543,185.06496296296297,100.74185185185188,214.82377777777776,59.50681481481482,154.3787407407407,1
3558,3,9,NYJ,NYJ,92,0.7406874999999999,0.4580387211995702,8.0,10.6718772580893,104.02629166666664,126.10904166666666,95.24808333333334,154.65425000000002,0.0,0.0,0.0,0.0,87.53445833333332,217.25379166666667,98.93229166666666,180.97608333333335,95.48283333333336,183.48708333333337,1
3559,3,4,HOU,HOU,79,,,,,,,,,,,,,,,,,,,1
3563,1,10,TEN,NYG,82,0.3404880952380952,0.3858626941410381,8.0,9.141657828853806,241.43599999999995,264.2484285714286,286.3834285714286,229.3148571428572,0.0,0.0,0.0,0.0,261.3948571428571,146.44976190476189,280.4904285714286,80.19542857142856,273.20899999999995,236.3967142857143,0
3565,1,10,LAC,JAX,84,,,,,,,,,,,,,,,,,,,1
3570,3,9,IND,IND,69,0.5500719424460432,0.4858080658137265,9.0,8.989120275003431,114.26956834532372,180.0736330935252,92.78647482014388,98.87539568345323,0.0,0.0,0.0,0.0,90.74321942446042,188.64922661870503,91.31028776978415,214.21974820143885,0.0,0.0,1
3579,2,5,BUF,PIT,86,0.5622285353535353,0.4553896200995637,8.0,11.09612259991889,265.06335858585857,199.8358333333333,275.5832575757576,248.77151515151513,0.0,0.0,0.0,0.0,236.51643939393935,199.64535984848484,0.0,0.0,135.79708333333335,171.8454166666667,1
3581,2,4,NE,NE,79,0.3663050314465408,0.5563004732945507,10.0,9.111165916034182,69.09330188679245,133.0125471698113,100.70495283018867,171.62226415094338,0.0,0.0,0.0,0.0,95.73792452830187,236.7565408805031,114.24216981132076,179.20726415094342,259.7265094339623,182.0721698113208,0
3583,3,5,BAL,BUF,70,0.8081920903954803,0.525431817463103,9.0,11.386368616645994,260.6727118644068,226.49237288135595,287.0333898305085,203.15,266.80745762711865,226.21440677966103,0.0,0.0,260.7276836158192,183.57169491525423,286.4921186440678,166.4734745762712,0.0,0.0,0
3584,2,10,NE,NE,65,0.7412614678899082,0.3515396288119093,11.0,8.946733076062563,98.62238532110092,172.46564220183487,93.98288990825688,192.4565137614679,0.0,0.0,0.0,0.0,141.66880733944953,230.9512385321101,150.02137614678898,257.79155963302753,98.28605504587156,253.3651376146789,1
3585,3,6,NE,MIA,104,0.7253160920499385,0.4004281202553454,9.0,8.133923102878146,261.0360344827587,256.4791379310345,264.3106465517241,195.42702586206897,0.0,0.0,0.0,0.0,230.4887356321839,199.84629310344823,186.43413793103448,90.33655172413792,127.26758620689657,157.52379310344824,0
3587,1,10,GB,GB,102,0.6781220657276995,0.662574201400648,7.0,10.411468573055007,83.29112676056339,140.03323943661974,96.85211267605636,116.99091549295775,0.0,0.0,0.0,0.0,93.50230046948356,158.72211267605633,109.10507042253523,268.9202816901408,94.1530985915493,165.95267605633805,0
3588,1,10,WAS,WAS,63,0.664315476578749,0.5170262371860553,8.0,9.135933775849264,100.08535714285712,144.19464285714287,109.82285714285716,239.8696428571428,0.0,0.0,0.0,0.0,88.18749999999997,186.3063095238095,72.48214285714286,143.46178571428572,119.70964285714288,200.05357142857147,0
3589,1,10,WAS,DET,81,,,,,,,,,,,,,,,,,,,0
3595,1,10,LV,LV,85,0.5872916666666667,0.4727284507369924,9.0,9.208823184308832,79.56171875,151.81070312499995,93.30984375,169.3559765625,0.0,0.0,0.0,0.0,94.90348958333334,201.59161458333335,98.2253125,232.19515625000005,0.0,0.0,0
3601,1,10,DAL,DAL,61,,,,,,,,,,,,,,,,,,,1
3606,1,10,PHI,PHI,93,,,,,,,,,,,,,,,,,,,1
3608,2,7,WAS,PHI,86,,,,,,,,,,,,,,,,,,,1
3612,1,10,NE,NE,85,0.5202581120943953,0.5809398256237608,10.0,8.420178005385788,65.18867256637166,146.55814159292035,91.46862831858408,190.78367256637168,0.0,0.0,0.0,0.0,87.29765486725663,151.4441592920354,0.0,0.0,115.56048672566372,198.33707964601777,1
3614,1,10,BAL,,60,0.3961848072565737,0.5228822452987407,9.0,8.531219376119179,273.556462585034,185.1569387755102,268.41353741496596,218.14952380952377,0.0,0.0,0.0,0.0,275.6672108843538,176.58045351473922,262.6266666666667,228.7269387755102,253.8116326530612,118.91414965986397,0
3615,1,10,NYG,NYG,85,,,,,,,,,,,,,,,,,,,1
3618,3,2,WAS,WAS,85,,,,,,,,,,,,,,,,,,,1
3620,1,10,MIN,MIN,67,0.2006292517006803,0.4174046423288653,9.0,8.123711532157758,92.39561224489798,142.3116666666667,0.0,0.0,89.69108843537414,156.7955782312925,0.0,0.0,84.94219954648526,202.65972789115648,0.0,0.0,98.32452380952382,213.3772448979592,0
3623,1,10,ARI,ARI,85,,,,,,,,,,,,,,,,,,,0
3628,1,10,TB,KC,64,0.1676811594202898,0.4306067463016276,4.0,15.225202809850224,267.9197826086957,130.8363043478261,267.2247826086956,83.55521739130435,0.0,0.0,0.0,0.0,276.96362318840573,194.5063768115942,259.53869565217394,93.94434782608695,269.628695652174,94.21565217391309,1
3641,1,10,WAS,WAS,100,0.4609166661327083,0.5389756793707083,8.0,11.382009045061515,99.08450000000002,178.428,102.6275,125.36,0.0,0.0,0.0,0.0,92.653,165.609,82.23550000000003,186.384,0.0,0.0,0
3651,2,7,LA,LA,82,,,,,,,,,,,,,,,,,,,0
3652,4,1,CIN,PIT,75,0.4451822916666666,0.6206759513339192,10.0,9.101788882898818,268.65328124999996,181.19859375,275.208984375,240.8571875,0.0,0.0,0.0,0.0,266.74203124999997,249.51578124999995,253.6334375,285.7034375,119.105078125,180.06257812500002,0
3659,2,8,NYG,GB,80,0.6010358796296297,0.4841844063604019,11.0,8.010891362251403,269.32673611111113,203.33690972222223,255.54180555555553,195.80881944444445,0.0,0.0,0.0,0.0,246.8520138888889,144.90766203703703,286.43131944444445,151.5209722222222,261.07194444444445,197.22034722222224,0
3660,2,10,CAR,NO,90,,,,,,,,,,,,,,,,,,,0
3664,3,9,SF,SF,77,0.747049319760329,0.3735520776577996,11.0,8.729285825083378,114.63421768707484,169.40962585034015,92.32571428571428,218.7606122448979,0.0,0.0,0.0,0.0,121.74489795918367,211.94353741496596,101.719693877551,239.7825510204082,55.99183673469389,273.2594897959184,1
3667,1,10,CAR,NYG,77,,,,,,,,,,,,,,,,,,,0
3668,2,4,NO,TB,103,,,,,,,,,,,,,,,,,,,1
3673,1,10,GB,GB,62,1.6272619047217374,0.4250150325673171,6.0,10.254064813146806,185.2475510204082,219.1677551020408,78.65030612244898,249.94367346938776,0.0,0.0,0.0,0.0,132.2707482993197,199.23231292517008,202.58632653061227,275.6257142857143,166.51163265306124,248.73816326530613,1
3674,2,10,TB,TB,91,0.6582129629629629,0.4316289834570609,9.0,7.244222517097837,96.35344444444446,198.5213888888889,72.38238888888888,177.31127777777778,0.0,0.0,0.0,0.0,82.746,195.5056111111111,111.83766666666666,160.5247777777778,71.54,261.415,0
3678,3,9,SF,SF,61,,,,,,,,,,,,,,,,,,,0
3689,1,10,CAR,NYG,85,,,,,,,,,,,,,,,,,,,1
3690,2,10,PHI,PHI,74,0.727047619047619,0.3645722324581251,9.0,9.276470844689142,69.02566666666667,147.4131904761905,92.75866666666668,154.7202857142857,63.41961904761905,169.63876190476194,0.0,0.0,111.34666666666668,207.73761904761903,75.15828571428571,282.9080952380952,111.61057142857145,199.77371428571428,0
3691,2,9,WAS,JAX,68,0.6433021806304654,0.488362690619828,9.0,8.654594412621853,259.47074766355144,212.7270560747664,277.002523364486,207.32901869158877,0.0,0.0,0.0,0.0,270.3530218068536,166.82404984423675,267.466308411215,171.48626168224305,0.0,0.0,1
3693,1,10,CHI,CHI,104,0.7619579288030109,0.6355320759861326,10.0,6.871280330937763,0.0,0.0,91.77420711974108,189.8850161812298,0.0,0.0,0.0,0.0,83.59315533980582,163.58135922330098,95.0823300970874,188.05601941747565,78.56262135922331,212.27174757281549,1
3696,3,8,CHI,CHI,78,0.6400125313682813,0.7487675512805068,9.0,9.379976233679075,0.0,0.0,110.52736842105264,205.85654135338348,0.0,0.0,0.0,0.0,99.527343358396,188.3206265664161,96.25669172932332,241.4054135338346,83.60203007518797,301.0804511278196,1
3698,1,10,HOU,HOU,67,0.5221561771561771,0.4088824838393054,4.0,12.444216276621606,93.74405594405592,197.2613986013986,0.0,0.0,63.0665034965035,214.57307692307697,0.0,0.0,93.21550116550117,181.5214685314685,83.37251748251747,231.5085314685315,95.5846153846154,274.4304895104895,1
3699,2,10,DAL,DAL,72,0.6924539876776101,0.4924984198647655,11.0,8.444187143924177,112.85119631901844,150.38460122699388,107.6370552147239,175.43223926380367,0.0,0.0,0.0,0.0,89.48058282208588,233.20975460122705,0.0,0.0,107.89118609406952,208.19204498977507,0
3701,4,1,NYG,CAR,79,,,,,,,,,,,,,,,,,,,0
3713,2,2,CAR,CAR,83,,,,,,,,,,,,,,,,,,,1
3716,3,3,DEN,DEN,90,,,,,,,,,,,,,,,,,,,0
3717,2,6,BAL,BAL,72,,,,,,,,,,,,,,,,,,,0
3720,2,8,KC,ARI,98,0.4247566371681416,0.3499512818244697,9.0,8.166762515172657,253.5170353982301,219.2179646017699,289.5005309734513,245.9034513274336,282.06982300884954,169.1138053097345,0.0,0.0,265.305,124.1049557522124,239.8184955752212,137.99646017699115,285.42132743362833,138.29787610619468,0
3723,4,1,CIN,MIA,86,0.5257236842140391,0.5488428678731949,11.0,6.540068477205003,241.2803947368421,190.5956578947369,292.273552631579,200.43052631578945,0.0,0.0,0.0,0.0,250.46674342105263,222.43957236842107,271.20171052631576,211.16832236842103,0.0,0.0,1
3726,2,7,CLE,PIT,67,,,,,,,,,,,,,,,,,,,0
3731,4,1,DEN,IND,82,0.6641666665781409,0.4309445687979957,10.0,9.607631157076083,271.6103225806451,200.75430107526884,0.0,0.0,283.5125806451613,186.33666666666667,0.0,0.0,277.3102508960573,217.81792114695335,0.0,0.0,276.0990860215054,117.92553763440858,0
3736,1,10,DEN,DEN,85,0.8457051281589602,0.6213765909127091,10.0,6.514710549774185,105.15884615384614,170.29532051282052,0.0,0.0,92.47435897435896,137.97076923076924,0.0,0.0,120.77467948717948,166.47634615384615,0.0,0.0,92.65858974358972,170.49403846153845,0
3740,2,5,PIT,PIT,71,,,,,,,,,,,,,,,,,,,0
3744,1,10,CIN,CIN,74,0.5448800505047683,0.4433190226108907,9.0,10.499639392759487,65.53121212121212,124.62363636363636,87.1744318181818,167.44022727272727,0.0,0.0,0.0,0.0,92.59681818181818,181.3599621212121,111.29878787878788,265.2984848484848,92.1673106060606,175.38988636363635,1
3746,2,10,DET,NE,86,0.5452113526570048,0.4986498003536496,8.0,9.361341997054891,299.31159420289856,187.27630434782608,277.0560869565217,179.54811594202897,0.0,0.0,0.0,0.0,213.72931159420287,168.47489130434786,263.80297101449275,104.51246376811596,268.11945652173915,195.1027173913043,1
3751,1,10,BAL,BAL,81,0.3592216981132075,0.5115058091866818,9.0,8.584689827981668,81.68712264150945,224.66504716981137,86.38924528301885,183.2551886792453,0.0,0.0,0.0,0.0,89.13528301886792,161.03139937106917,75.2526886792453,154.0234433962264,96.37830188679249,213.8116037735849,0
3752,1,10,ARI,LA,96,,,,,,,,,,,,,,,,,,,1
3755,2,5,WAS,WAS,80,0.3765166668792566,0.4581554287659073,6.0,11.05568942258267,56.79829999999999,265.3875,151.0584,200.8604,0.0,0.0,0.0,0.0,70.49346666666666,226.63200000000003,93.2376,159.11540000000002,124.668,244.8726,0
3756,3,4,KC,ARI,104,0.6887634408602151,0.5699102247028917,10.0,7.185238196019742,271.6904301075269,231.73456989247313,263.1003225806452,225.1422580645161,298.4950000000002,258.49370967741936,0.0,0.0,237.14588709677415,174.2873387096774,271.46596774193546,207.84129032258068,257.5267741935484,160.51887096774198,1
3774,1,7,MIA,BAL,103,,,,,,,,,,,,,,,,,,,1
3778,2,6,NO,NO,85,0.817212962941646,0.4403617012846184,11.0,9.181916251745,88.27266666666668,192.39133333333336,109.13388888888888,185.62,0.0,0.0,0.0,0.0,102.61737037037037,242.22414814814817,108.21744444444444,232.57044444444443,67.64722222222223,261.12611111111113,0
3779,2,6,NO,SEA,62,0.2655266666666666,0.4238497843757453,10.0,6.457678957379574,252.48684,188.63848,267.50215999999995,213.30799999999996,269.3260000000001,173.07776,0.0,0.0,262.32640000000004,139.63636,268.41519999999997,243.49175999999997,268.9880799999999,150.95583999999997,0
3780,1,10,NE,NE,81,,,,,,,,,,,,,,,,,,,1
3787,1,10,ARI,KC,62,0.290625,0.4297791990251647,8.0,12.333551244731126,293.06357142857144,244.39714285714285,280.2392857142857,158.45107142857142,0.0,0.0,0.0,0.0,295.8463095238095,162.83369047619047,280.3785714285715,183.625,265.7178571428571,80.7225,0
3796,1,10,JAX,JAX,75,0.498052805280528,0.4290265407615778,9.0,7.594530358668937,83.19128712871284,111.97495049504954,88.48069306930691,190.2394059405941,0.0,0.0,0.0,0.0,77.83663366336634,163.72549504950496,89.66039603960397,198.14603960396036,96.3170297029703,202.21301980198015,0
3797,1,10,CIN,CIN,85,0.7419262295039218,0.5243431597413308,10.0,8.508396869441846,66.14073770491804,151.97204918032787,85.89249999999998,165.13094262295084,0.0,0.0,0.0,0.0,120.64,142.66158469945356,95.35254098360656,192.0972131147541,263.3170491803279,148.8398360655738,1
3799,1,6,BUF,LA,104,0.621418439716312,0.4318559075424718,9.0,7.256854169138482,264.54510638297876,222.28819148936165,238.52276595744675,172.8131914893617,0.0,0.0,0.0,0.0,268.4550354609929,234.62797872340428,229.79787234042553,137.31946808510637,0.0,0.0,1
3800,3,5,NYG,CAR,75,,,,,,,,,,,,,,,,,,,1
3806,1,10,WAS,WAS,93,,,,,,,,,,,,,,,,,,,1
3808,3,1,DEN,SEA,109,0.4752592591629076,0.2994487488883023,11.0,7.284701774805479,255.44107407407407,177.5,272.0831111111111,242.29525925925927,270.8075555555556,192.6745925925926,0.0,0.0,242.6271851851852,183.37819753086416,0.0,0.0,282.9684074074074,248.2003703703704,1
3810,3,11,NYG,NYG,86,,,,,,,,,,,,,,,,,,,1
3817,3,4,MIN,MIN,67,0.6620353982284402,0.5720828765663128,9.0,7.883608206796454,74.92725663716814,149.55265486725662,0.0,0.0,86.45840707964602,169.12681415929202,0.0,0.0,109.8070132743363,181.80944690265488,0.0,0.0,116.7296017699115,213.32946902654868,0
3818,1,10,CIN,CIN,73,0.4231089743589743,0.5750175770792029,8.0,8.97400002166537,86.37948717948716,159.12756410256412,75.98461538461537,70.76115384615385,0.0,0.0,0.0,0.0,78.31653846153847,108.40115384615385,0.0,0.0,267.04249999999996,129.45653846153849,1
3826,1,10,BAL,BAL,80,,,,,,,,,,,,,,,,,,,1
3833,2,5,NYG,GB,65,0.5596144278606965,0.5052239744597278,11.0,6.201253059384734,254.40798507462685,191.3760447761194,250.00589552238807,165.43223880597014,0.0,0.0,0.0,0.0,269.7839552238806,173.71099502487564,268.16611940298503,90.17962686567164,247.2296268656717,179.0221641791045,0
3834,1,10,WAS,WAS,74,0.5361711711625292,0.4901765990127633,11.0,7.258627404632241,89.28192567567568,162.09597972972975,125.3674324324324,183.96270270270267,0.0,0.0,0.0,0.0,97.21216216216216,200.06204954954956,98.9779054054054,180.79466216216215,101.7435135135135,255.19804054054052,1
3842,2,10,TB,TB,108,,,,,,,,,,,,,,,,,,,1
3846,3,6,HOU,HOU,81,0.4739888889337993,0.4525157001327611,9.0,10.233090618052604,113.94726666666668,195.4728,91.5507,159.7074,0.0,0.0,0.0,0.0,93.0602,185.4858,82.71266666666668,207.34326666666664,0.0,0.0,1
3851,2,4,LA,ARI,96,,,,,,,,,,,,,,,,,,,0
3852,3,11,WAS,WAS,83,0.6432059447954541,0.4492866658155198,9.0,9.320218448376716,84.68053078556265,209.8923991507431,94.64321656050956,213.21308917197453,0.0,0.0,0.0,0.0,92.73416135881102,152.8592569002123,102.80203821656052,191.3968789808917,0.0,0.0,1
3855,2,6,MIA,MIA,81,0.5296975806451614,0.472546882217001,8.0,10.178470740490056,72.4025806451613,129.82806451612905,96.075564516129,163.68790322580645,0.0,0.0,0.0,0.0,107.46596774193549,176.41907258064515,81.71298387096775,201.48673387096773,77.91088709677419,152.9108064516129,1
3857,1,10,PIT,BUF,85,0.5716071428571429,0.4560361448475763,10.0,9.072794079216749,0.0,0.0,0.0,0.0,246.7080102040816,199.71561224489793,0.0,0.0,265.59414965986394,196.346462585034,249.8314285714286,198.8488775510204,298.7792857142857,85.07020408163267,0
3858,1,10,DEN,IND,97,0.5948630952129939,0.4893748070315488,9.0,8.767784844643945,273.3985,170.98885714285714,0.0,0.0,287.1891428571429,239.1415,0.0,0.0,271.0377857142857,187.08426190476192,0.0,0.0,263.82207142857146,197.0541428571429,1
3860,1,10,DEN,DEN,85,0.4536764706068008,0.4952608705073265,9.0,8.407019256523224,80.52607843137253,132.67823529411763,0.0,0.0,87.40960784313724,158.01539215686273,0.0,0.0,136.746862745098,248.63274509803924,80.47936274509804,189.84593137254905,86.09156862745098,183.1259803921569,0
3862,3,5,HOU,HOU,80,0.4037083333333333,0.5324616577944238,8.0,9.86286306265722,0.0,0.0,80.54014285714285,157.37278571428573,0.0,0.0,0.0,0.0,82.5539523809524,146.83442857142856,79.72485714285715,274.91864285714286,94.79257142857142,244.22328571428577,1
3865,1,15,CHI,GB,85,,,,,,,,,,,,,,,,,,,0
3866,3,1,WAS,DET,109,,,,,,,,,,,,,,,,,,,0
3876,2,10,KC,ARI,70,0.4912349397570912,0.4492916150466771,7.0,11.947234018618376,278.5490361445783,243.80397590361449,0.0,0.0,274.2789156626506,183.2283132530121,0.0,0.0,277.16128514056226,150.47313253012047,273.5606024096386,76.54072289156626,293.7436144578313,175.11481927710844,0
3878,4,2,TEN,WAS,68,0.2553515624107482,0.586500158581739,9.0,10.382217347616162,280.870625,253.69140625,261.8190625,281.51874999999995,0.0,0.0,0.0,0.0,264.15151041666667,222.10406250000003,231.60078125,200.5321875,0.0,0.0,0
3879,2,10,CLE,ATL,78,0.5346285140562249,0.4067198069832654,10.0,9.440852247319969,249.6245180722891,238.62222891566265,256.1353012048192,248.2996385542169,0.0,0.0,0.0,0.0,269.2572289156626,175.1306827309237,253.33987951807228,61.7,279.71024096385537,224.83180722891564,1
3881,2,5,DAL,NYG,80,,,,,,,,,,,,,,,,,,,0
3882,2,3,SF,SEA,107,,,,,,,,,,,,,,,,,,,1
3883,2,15,NYJ,CLE,71,,,,,,,,,,,,,,,,,,,1
3887,3,12,TB,ATL,90,0.3368166666666666,0.3768683890874609,8.0,6.132063262782182,248.3248,244.31339999999997,265.46299999999997,211.01500000000004,0.0,0.0,0.0,0.0,228.0476,200.02469999999997,186.02740000000003,104.3004,264.9256,99.67879999999997,1
3896,1,9,KC,LV,101,0.8079545454545455,0.6395083129900254,11.0,7.504075953177892,0.0,0.0,269.56899999999996,214.26118181818185,264.436,204.9460909090909,0.0,0.0,242.61233333333337,161.65672727272727,250.5530909090909,141.1228181818182,279.69927272727267,239.4551818181818,1
3898,1,10,ARI,LA,91,,,,,,,,,,,,,,,,,,,1
3899,1,10,MIA,MIA,72,,,,,,,,,,,,,,,,,,,0
3901,2,6,LAC,LV,61,0.7389409722222222,0.3937844630016234,11.0,8.051380852462826,0.0,0.0,266.14427083333334,160.46041666666667,246.20989583333335,186.37416666666664,0.0,0.0,272.5920486111111,224.00829861111112,242.01270833333336,103.89,265.51427083333334,108.95104166666664,1
3903,1,20,NO,SEA,61,0.5463860544217687,0.3956849304581034,7.0,10.732646660060588,268.1519387755102,228.60035714285712,297.0159183673469,237.95806122448977,0.0,0.0,0.0,0.0,267.7814965986395,238.02183673469384,259.18979591836734,181.76030612244895,256.28602040816327,114.35479591836736,0
3909,2,9,SF,SF,69,0.4708719135802469,0.4765776382636012,8.0,8.979187652458227,0.0,0.0,86.38564814814815,193.4790277777778,0.0,0.0,0.0,0.0,104.45212962962964,184.2216666666667,81.2936574074074,172.88212962962965,123.7148148148148,150.6898148148148,1
3918,3,14,NO,NO,89,,,,,,,,,,,,,,,,,,,1
3921,1,3,CLE,LAC,107,0.4523791348600509,0.5268288823221093,11.0,6.25574799312215,254.87946564885496,174.1332061068702,266.7014885496183,195.62454198473284,0.0,0.0,0.0,0.0,268.0892748091604,155.76713740458015,259.0098854961832,201.62748091603055,0.0,0.0,1
3928,1,10,BUF,MIA,82,,,,,,,,,,,,,,,,,,,1
3929,1,10,BUF,BUF,74,0.4323255813953488,0.4525140635103603,8.0,9.081611005017052,0.0,0.0,92.10472868217056,173.60387596899227,0.0,0.0,0.0,0.0,115.5296511627907,189.08348837209303,106.6956976744186,193.00023255813952,97.05255813953488,180.1311627906977,0
3930,1,10,DEN,HOU,63,,,,,,,,,,,,,,,,,,,1
3931,2,9,CLE,ATL,63,0.7405803571428572,0.3812672160126441,10.0,7.027873231401069,270.5284821428571,210.57017857142856,270.3455357142857,169.3352976190476,0.0,0.0,0.0,0.0,273.6519642857143,155.51776785714284,240.57660714285717,189.64017857142855,269.17892857142857,113.28607142857145,1
